action_id,split,n_clips,has_replay,severity_raw,Severity,Offence,Action class,Bodypart,Contact,handball,handball_offence,trytoplay,touchball,upper_body_part,is_dive
743,train,0,False,1.0,No card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
744,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
745,train,0,False,,Unknown,No offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
746,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
747,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
748,train,0,False,1.0,No card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
749,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
750,train,0,False,3.0,Yellow card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
751,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
752,train,0,False,1.0,No card,Offence,Pushing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
753,train,0,False,1.0,No card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
754,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
755,train,0,False,2.0,No card/Yellow card,Offence,Elbowing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
756,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
757,train,0,False,3.0,Yellow card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
758,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
759,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
760,train,0,False,1.0,No card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
761,train,0,False,1.0,No card,Offence,Dont know,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
762,train,0,False,5.0,Red card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
763,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
764,train,0,False,,Unknown,Offence,Dive,Under body,Without contact,Unknown,Unknown,Unknown,Unknown,Unknown,True
765,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
766,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
767,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
768,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
769,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
770,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
771,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
772,train,0,False,1.0,No card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
773,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
774,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
775,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
776,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
777,train,0,False,3.0,Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
778,train,0,False,,Unknown,No offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
779,train,0,False,1.0,No card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
780,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
781,train,0,False,3.0,Yellow card,Offence,Elbowing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
782,train,0,False,,Unknown,No offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
783,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
784,train,0,False,3.0,Yellow card,Offence,High leg,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
785,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
786,train,0,False,1.0,No card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
787,train,0,False,,Unknown,No offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
788,train,0,False,1.0,No card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
789,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
790,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
791,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
792,train,0,False,3.0,Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
793,train,0,False,3.0,Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
794,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,Without contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
795,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
796,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
797,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
798,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
799,train,0,False,1.0,No card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
800,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
801,train,0,False,2.0,No card/Yellow card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
802,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
803,train,0,False,3.0,Yellow card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
804,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
805,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
806,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
807,train,0,False,5.0,Red card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
808,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
809,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
810,train,0,False,5.0,Red card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
811,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
812,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
813,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
814,train,0,False,3.0,Yellow card,Offence,Tackling,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
815,train,0,False,3.0,Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
816,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
817,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
818,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
819,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
820,train,0,False,3.0,Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
821,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
822,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
823,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
824,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
825,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
826,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
827,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
828,train,0,False,1.0,No card,Offence,Tackling,Under body,Without contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
829,train,0,False,2.0,No card/Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
830,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
831,train,0,False,2.0,No card/Yellow card,Offence,Elbowing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
832,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
833,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
834,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
835,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
836,train,0,False,,Unknown,No offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
837,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
838,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
839,train,0,False,1.0,No card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
840,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
841,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
842,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
843,train,0,False,5.0,Red card,Offence,High leg,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
844,train,0,False,1.0,No card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
845,train,0,False,,Unknown,No offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
846,train,0,False,3.0,Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
847,train,0,False,3.0,Yellow card,Offence,Elbowing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
848,train,0,False,3.0,Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
849,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
850,train,0,False,3.0,Yellow card,Offence,Elbowing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
851,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
852,train,0,False,,Unknown,Offence,Dive,Under body,Without contact,Unknown,Unknown,Unknown,Unknown,Unknown,True
853,train,0,False,,Unknown,No offence,,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
854,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
855,train,0,False,3.0,Yellow card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
856,train,0,False,,Unknown,No offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
857,train,0,False,3.0,Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
858,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
859,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
860,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
861,train,0,False,,Unknown,No offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
862,train,0,False,,Unknown,No offence,Dont know,,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
863,train,0,False,,Unknown,No offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
864,train,0,False,1.0,No card,Offence,Elbowing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
865,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
866,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
867,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
868,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
869,train,0,False,3.0,Yellow card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
870,train,0,False,,Unknown,No offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
871,train,0,False,2.0,No card/Yellow card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
872,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
873,train,0,False,1.0,No card,Between,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
874,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
875,train,0,False,3.0,Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
876,train,0,False,,Unknown,No offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
877,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
878,train,0,False,1.0,No card,Offence,Pushing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
879,train,0,False,,Unknown,No offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
880,train,0,False,1.0,No card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
881,train,0,False,3.0,Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
882,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
883,train,0,False,2.0,No card/Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
884,train,0,False,2.0,No card/Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
885,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
886,train,0,False,,Unknown,No offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
887,train,0,False,3.0,Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
888,train,0,False,1.0,No card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
889,train,0,False,1.0,No card,Offence,Pushing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
890,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
891,train,0,False,3.0,Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
892,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
893,train,0,False,,Unknown,No offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
894,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
895,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
896,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
897,train,0,False,1.0,No card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
898,train,0,False,1.0,No card,Between,Dont know,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
899,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
900,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
901,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
902,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
903,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
904,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
905,train,0,False,,Unknown,No offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
906,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
907,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
908,train,0,False,,Unknown,No offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
909,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
910,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
911,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
912,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
913,train,0,False,1.0,No card,Offence,High leg,Under body,Without contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
914,train,0,False,2.0,No card/Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
915,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
916,train,0,False,,Unknown,No offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
917,train,0,False,2.0,No card/Yellow card,Offence,Tackling,Under body,Without contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
918,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
919,train,0,False,1.0,No card,Between,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
920,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
921,train,0,False,,Unknown,No offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
922,train,0,False,,Unknown,Offence,Dive,Under body,Without contact,Unknown,Unknown,Unknown,Unknown,Unknown,True
923,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
924,train,0,False,2.0,No card/Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
925,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
926,train,0,False,4.0,Yellow card/Red card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
927,train,0,False,1.0,No card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
928,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
929,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
930,train,0,False,,Unknown,No offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
931,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
932,train,0,False,2.0,No card/Yellow card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
933,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
934,train,0,False,,Unknown,No offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
935,train,0,False,1.0,No card,Offence,Elbowing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
936,train,0,False,1.0,No card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
937,train,0,False,1.0,No card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
938,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
939,train,0,False,1.0,No card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
940,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
941,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
942,train,0,False,,Unknown,No offence,Elbowing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
943,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
944,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
945,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
946,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
947,train,0,False,3.0,Yellow card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
948,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
949,train,0,False,3.0,Yellow card,Offence,Elbowing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
950,train,0,False,,Unknown,No offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
951,train,0,False,2.0,No card/Yellow card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
952,train,0,False,2.0,No card/Yellow card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
953,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
954,train,0,False,,Unknown,No offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
955,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
956,train,0,False,1.0,No card,Between,Pushing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
957,train,0,False,3.0,Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
958,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
959,train,0,False,1.0,No card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
960,train,0,False,1.0,No card,Offence,High leg,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
961,train,0,False,1.0,No card,Offence,Tackling,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
962,train,0,False,1.0,No card,Offence,Pushing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
963,train,0,False,3.0,Yellow card,Offence,Holding,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
964,train,0,False,1.0,No card,Offence,Challenge,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
965,train,0,False,4.0,Yellow card/Red card,Offence,Tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
966,train,0,False,2.0,No card/Yellow card,Offence,Standing tackling,Under body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
967,train,0,False,2.0,No card/Yellow card,Offence,Elbowing,Upper body,With contact,Unknown,Unknown,Unknown,Unknown,Unknown,False
